,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
2919,NH,0.8076923076923077,2.3076923076923075,D,L,L,W,W,W,-0.5,1.3076923076923077,-0.4230769230769231,14.0
2920,NH,0.7037037037037037,1.4814814814814814,L,W,D,W,D,L,-0.7037037037037037,0.2962962962962963,-0.14814814814814814,3.0
2921,H,1.7407407407407407,1.0740740740740742,W,D,W,W,D,W,0.8888888888888888,-0.5555555555555556,-0.037037037037037035,-9.0
2922,NH,1.037037037037037,2.1481481481481484,L,D,L,L,D,W,-0.6666666666666666,1.3333333333333333,-0.2962962962962963,12.0
2923,H,1.5185185185185186,0.9629629629629629,W,D,L,W,L,W,0.37037037037037035,-0.7037037037037037,-0.07407407407407407,-9.0
2924,H,0.8518518518518519,0.3333333333333333,L,W,L,L,D,D,-0.6666666666666666,-1.5555555555555556,0.14814814814814814,0.0
2925,H,1.4444444444444444,0.9259259259259259,L,D,D,L,W,D,-0.037037037037037035,-0.3333333333333333,0.037037037037037035,3.0
2926,NH,0.8148148148148148,1.6296296296296295,L,L,L,W,L,D,-0.8518518518518519,0.5185185185185185,-0.2962962962962963,-3.0
2927,NH,1.6296296296296295,1.7407407407407407,W,L,D,W,D,D,0.18518518518518517,0.6666666666666666,-0.2222222222222222,8.0
2928,NH,2.3333333333333335,1.6296296296296295,W,W,W,W,L,D,1.3333333333333333,0.5185185185185185,0.18518518518518517,-7.0
2929,H,0.8148148148148148,1.1851851851851851,D,D,L,W,D,D,-0.48148148148148145,0.25925925925925924,-0.18518518518518517,13.0
2930,NH,0.32142857142857145,0.9285714285714286,L,L,D,L,W,L,-1.5714285714285714,-0.7142857142857143,-0.14285714285714285,0.0
2931,NH,0.6785714285714286,2.1785714285714284,L,L,W,W,L,D,-0.7142857142857143,1.4285714285714286,-0.21428571428571427,17.0
2932,NH,1.5714285714285714,0.9285714285714286,L,W,L,W,L,W,0.10714285714285714,-0.5714285714285714,-0.03571428571428571,-4.0
2933,NH,1.0357142857142858,0.7857142857142857,L,W,D,L,L,L,-0.5714285714285714,-0.8571428571428571,0.2857142857142857,4.0
2934,NH,1.0,1.5,L,L,D,W,L,D,-0.7857142857142857,0.07142857142857142,-0.14285714285714285,3.0
2935,NH,1.4285714285714286,2.0714285714285716,L,W,D,W,D,D,0.14285714285714285,0.8928571428571429,-0.14285714285714285,13.0
2936,NH,0.8928571428571429,1.7857142857142858,L,L,W,W,W,D,-0.42857142857142855,0.9285714285714286,-0.17857142857142858,4.0
2937,H,1.7857142857142858,1.5714285714285714,W,W,D,W,W,D,0.7142857142857143,0.39285714285714285,0.03571428571428571,-3.0
2938,H,1.7857142857142858,1.4285714285714286,W,W,D,L,W,D,0.9285714285714286,0.14285714285714285,0.10714285714285714,-12.0
2939,NH,1.5,0.6785714285714286,W,L,D,L,L,W,0.07142857142857142,-0.7142857142857143,0.07142857142857142,-8.0
2940,H,1.8275862068965518,0.9655172413793104,W,W,W,L,L,L,1.0344827586206897,-0.7931034482758621,0.41379310344827586,-10.0
2941,H,0.8620689655172413,1.5517241379310345,W,L,L,D,L,W,-0.7931034482758621,0.10344827586206896,-0.06896551724137931,-6.0
2942,NH,0.9310344827586207,1.8275862068965518,D,L,W,W,W,W,-0.6896551724137931,0.7586206896551724,-0.13793103448275862,12.0
2943,H,1.206896551724138,1.3793103448275863,W,L,W,L,L,W,0.27586206896551724,0.0,0.13793103448275862,-10.0
2944,NH,0.9310344827586207,2.2413793103448274,D,W,L,D,D,W,-0.5517241379310345,1.2413793103448276,-0.13793103448275862,14.0
2945,NH,1.6551724137931034,1.0,D,W,W,L,L,W,0.5172413793103449,-0.5862068965517241,0.034482758620689655,-1.0
2946,H,2.103448275862069,0.3448275862068966,W,W,D,D,L,L,1.0344827586206897,-1.5172413793103448,0.27586206896551724,-16.0
2947,H,1.5172413793103448,0.896551724137931,L,W,W,W,D,D,0.3103448275862069,-0.3448275862068966,0.034482758620689655,-9.0
2948,NH,2.2413793103448274,1.0,D,D,W,L,L,W,1.2413793103448276,-0.5862068965517241,0.13793103448275862,-8.0
2949,NH,0.3448275862068966,2.206896551724138,D,L,L,W,W,L,-1.5172413793103448,1.4827586206896552,-0.2413793103448276,17.0
2950,H,1.8666666666666667,0.9333333333333333,W,W,W,W,W,L,1.1,-0.7,0.23333333333333334,-5.0
2951,H,1.5666666666666667,1.6333333333333333,W,L,W,D,D,W,0.36666666666666664,0.5,0.06666666666666667,-2.0
2952,NH,0.9,2.1333333333333333,L,D,L,W,W,W,-0.7,1.0333333333333334,-0.23333333333333334,16.0
2953,H,1.3333333333333333,1.5333333333333334,L,L,L,D,W,W,-0.13333333333333333,0.1,-0.13333333333333333,5.0
2954,H,0.6666666666666666,1.8666666666666667,D,L,L,W,W,W,-0.7666666666666667,0.7666666666666667,-0.3,12.0
2955,H,1.5,1.1666666666666667,L,D,L,L,W,L,0.03333333333333333,0.23333333333333334,-0.1,9.0
2956,H,0.9333333333333333,0.8333333333333334,D,D,W,L,L,L,-0.5333333333333333,-0.5,0.16666666666666666,11.0
2957,NH,0.8666666666666667,0.9333333333333333,L,W,D,L,L,L,-0.4,-0.8666666666666667,0.16666666666666666,5.0
2958,H,2.2333333333333334,0.8333333333333334,W,W,W,L,L,L,1.4666666666666666,-0.5,0.23333333333333334,-6.0
2959,NH,1.1666666666666667,2.1333333333333333,L,W,L,W,W,W,0.23333333333333334,1.0333333333333334,-0.13333333333333333,3.0
2960,NH,1.5806451612903225,0.8709677419354839,L,D,D,L,L,D,0.41935483870967744,-0.7096774193548387,0.12903225806451613,-7.0
2961,H,1.4838709677419355,1.0,L,D,W,W,D,D,0.06451612903225806,-0.4838709677419355,-0.03225806451612903,-8.0
2962,NH,0.8064516129032258,1.5483870967741935,L,L,L,W,L,D,-0.5483870967741935,0.06451612903225806,-0.22580645161290322,-7.0
2963,NH,1.8064516129032258,1.3870967741935485,L,W,W,W,L,L,0.7096774193548387,-0.0967741935483871,0.1935483870967742,-9.0
2964,H,1.0,0.3225806451612903,D,D,L,L,L,D,-0.5483870967741935,-1.6129032258064515,0.12903225806451613,-6.0
2965,H,0.9354838709677419,0.7419354838709677,D,L,L,W,D,L,-0.8387096774193549,-0.7096774193548387,-0.0967741935483871,-5.0
2966,H,0.9032258064516129,0.8709677419354839,L,W,W,D,L,W,-0.7096774193548387,-0.3870967741935484,0.0,-10.0
2967,H,1.1612903225806452,1.6129032258064515,D,L,W,W,W,L,0.22580645161290322,0.41935483870967744,-0.16129032258064516,-4.0
2968,H,2.096774193548387,2.161290322580645,D,W,W,D,D,D,1.0,1.1612903225806452,0.12903225806451613,-2.0
2969,H,2.2580645161290325,1.903225806451613,W,W,W,W,W,W,1.4838709677419355,1.096774193548387,-0.0967741935483871,-2.0
2970,H,0.84375,1.53125,L,D,L,D,W,L,-0.40625,0.0625,0.0,4.0
2971,NH,0.8125,2.09375,D,L,L,L,D,D,-0.53125,1.09375,-0.09375,3.0
2972,NH,0.3125,0.71875,L,L,L,L,W,D,-1.59375,-0.75,-0.09375,0.0
2973,H,2.28125,1.53125,W,W,W,L,L,D,1.53125,0.375,0.3125,-10.0
2974,H,1.5625,0.96875,L,W,W,L,W,D,0.34375,-0.53125,0.03125,-9.0
2975,NH,0.96875,1.53125,W,L,W,W,L,D,-0.65625,0.125,-0.03125,-2.0
2976,H,0.9375,1.375,W,L,L,D,W,L,-0.65625,-0.09375,0.0,3.0
2977,H,2.125,1.0625,W,D,W,W,D,D,1.0,-0.5,0.25,-10.0
2978,H,1.84375,1.78125,L,W,W,D,L,W,0.96875,0.6875,0.0625,-3.0
2979,NH,1.21875,1.0,W,D,L,W,D,L,0.28125,-0.75,0.09375,-8.0
2980,NH,2.121212121212121,1.878787878787879,W,L,D,W,L,W,1.0909090909090908,0.9696969696969697,-0.18181818181818182,1.0
2981,H,1.4848484848484849,0.7878787878787878,L,L,L,L,D,L,0.24242424242424243,-0.5454545454545454,0.030303030303030304,4.0
2982,NH,1.5151515151515151,1.1818181818181819,D,W,L,L,W,D,0.12121212121212122,0.18181818181818182,0.030303030303030304,5.0
2983,NH,0.7272727272727273,1.0,D,L,W,W,W,L,-0.7272727272727273,-0.6060606060606061,-0.06060606060606061,0.0
2984,NH,1.4848484848484849,2.1515151515151514,L,D,W,W,W,D,0.0,1.0,-0.24242424242424243,12.0
2985,H,1.0606060606060606,0.9696969696969697,W,W,D,D,W,L,-0.6363636363636364,-0.6363636363636364,-0.09090909090909091,5.0
2986,H,0.9393939393939394,0.9090909090909091,L,L,W,W,L,D,-0.5757575757575758,-0.3333333333333333,-0.06060606060606061,0.0
2987,H,1.7272727272727273,0.3333333333333333,L,D,L,D,L,L,0.6363636363636364,-1.5454545454545454,0.15151515151515152,-12.0
2988,NH,1.0303030303030303,2.303030303030303,L,W,D,W,W,W,-0.5151515151515151,1.606060606060606,-0.30303030303030304,11.0
2989,NH,1.3333333333333333,1.606060606060606,L,D,W,W,L,W,-0.12121212121212122,0.3939393939393939,-0.15151515151515152,6.0
2990,NH,0.8823529411764706,1.7647058823529411,L,W,L,W,L,D,-0.38235294117647056,0.6470588235294118,-0.08823529411764706,12.0
2991,H,0.7647058823529411,1.2941176470588236,L,L,D,L,L,D,-0.6470588235294118,-0.14705882352941177,-0.08823529411764706,-8.0
2992,NH,0.3235294117647059,1.5294117647058822,L,D,L,W,L,L,-1.5294117647058822,0.35294117647058826,-0.08823529411764706,7.0
2993,NH,1.6470588235294117,1.1176470588235294,W,W,L,W,W,W,0.4117647058823529,-0.5294117647058824,0.058823529411764705,-4.0
2994,NH,0.9411764705882353,0.7058823529411765,L,D,W,L,D,L,-0.7058823529411765,-0.7647058823529411,0.058823529411764705,-10.0
2995,NH,1.0588235294117647,1.4411764705882353,W,W,W,L,L,D,-0.5294117647058824,-0.058823529411764705,0.14705882352941177,4.0
2996,NH,1.1764705882352942,1.0294117647058822,D,L,W,D,L,W,0.17647058823529413,-0.5,-0.029411764705882353,-7.0
2997,H,1.8529411764705883,1.5,D,W,L,D,D,W,0.9411764705882353,0.11764705882352941,0.11764705882352941,-7.0
2998,H,2.264705882352941,2.088235294117647,D,W,W,D,W,L,1.5588235294117647,1.0588235294117647,0.20588235294117646,-3.0
2999,NH,2.176470588235294,1.0,W,W,W,W,L,L,1.0294117647058822,-0.5,0.17647058823529413,-16.0
3000,NH,1.7428571428571429,2.142857142857143,D,W,L,D,W,W,0.6285714285714286,1.0,-0.17142857142857143,4.0
3001,H,2.0285714285714285,0.9142857142857143,L,D,W,L,L,D,1.0,-0.7428571428571429,0.02857142857142857,-4.0
3002,NH,1.457142857142857,2.2857142857142856,L,D,D,W,D,W,0.05714285714285714,1.542857142857143,-0.22857142857142856,9.0
3003,NH,0.7714285714285715,1.8857142857142857,W,L,D,W,D,W,-0.6857142857142857,0.9714285714285714,-0.08571428571428572,15.0
3004,NH,1.0285714285714285,0.8285714285714286,D,D,L,W,L,L,-0.4857142857142857,-0.6,0.05714285714285714,5.0
3005,H,1.2571428571428571,0.3142857142857143,L,L,L,L,L,D,-0.17142857142857143,-1.6571428571428573,0.08571428571428572,-3.0
3006,NH,1.0,1.1714285714285715,D,W,L,D,D,L,-0.4857142857142857,0.17142857142857143,0.02857142857142857,13.0
3007,H,1.5714285714285714,0.8857142857142857,W,W,L,D,L,W,0.5142857142857142,-0.37142857142857144,0.02857142857142857,-7.0
3008,H,1.4857142857142858,1.6285714285714286,W,L,L,D,W,W,-0.02857142857142857,0.4,-0.08571428571428572,5.0
3009,H,1.1142857142857143,1.0285714285714285,D,W,W,L,W,W,-0.5142857142857142,-0.5428571428571428,0.05714285714285714,-5.0
3010,NH,0.8611111111111112,1.9166666666666667,L,D,L,W,W,D,-0.4722222222222222,1.0,-0.16666666666666666,15.0
3011,H,2.1666666666666665,2.25,W,D,W,D,W,D,1.0,1.5,0.05555555555555555,1.0
3012,NH,1.5277777777777777,0.75,W,W,L,L,W,L,0.027777777777777776,-0.7222222222222222,0.08333333333333333,-4.0
3013,H,1.0,1.0,L,L,W,L,D,D,-0.5833333333333334,-0.5,0.1111111111111111,6.0
3014,NH,1.1666666666666667,0.8888888888888888,D,D,D,W,W,L,0.16666666666666666,-0.5555555555555556,-0.027777777777777776,-2.0
3015,NH,1.3055555555555556,1.1666666666666667,W,L,L,W,D,W,-0.1388888888888889,-0.4444444444444444,-0.25,2.0
3016,NH,1.0,0.8888888888888888,D,D,W,L,L,L,-0.4722222222222222,-0.7777777777777778,0.027777777777777776,10.0
3017,NH,1.6944444444444444,1.6111111111111112,L,D,W,W,W,W,0.5833333333333334,0.6111111111111112,-0.1111111111111111,-5.0
3018,NH,1.5833333333333333,1.4444444444444444,L,D,W,D,L,D,0.3333333333333333,0.05555555555555555,0.027777777777777776,-1.0
3019,NH,0.3055555555555556,2.0555555555555554,L,L,L,W,L,D,-1.6388888888888888,1.0277777777777777,-0.16666666666666666,14.0
3020,NH,1.5945945945945945,1.0,D,W,W,D,D,D,0.5945945945945946,-0.4594594594594595,0.10810810810810811,-7.0
3021,H,1.4864864864864864,0.2972972972972973,W,D,L,L,L,L,0.08108108108108109,-1.7027027027027026,0.13513513513513514,-8.0
3022,H,0.8918918918918919,1.054054054054054,D,W,W,W,L,L,-0.5405405405405406,-0.5405405405405406,-0.05405405405405406,-11.0
3023,H,0.8108108108108109,0.8648648648648649,W,L,W,D,L,D,-0.6756756756756757,-0.4594594594594595,0.05405405405405406,0.0
3024,H,2.189189189189189,1.2972972972972974,L,D,W,D,W,L,1.4324324324324325,-0.13513513513513514,0.10810810810810811,-14.0
3025,H,0.972972972972973,1.5405405405405406,L,L,D,L,L,D,-0.5135135135135135,0.2972972972972973,-0.13513513513513514,3.0
3026,NH,0.8918918918918919,1.162162162162162,D,L,L,D,D,D,-0.7567567567567568,0.16216216216216217,-0.05405405405405406,3.0
3027,H,2.081081081081081,1.6756756756756757,W,W,L,D,L,D,1.1081081081081081,0.5675675675675675,0.13513513513513514,-2.0
3028,H,1.8918918918918919,1.4864864864864864,D,W,W,L,W,W,0.972972972972973,0.0,0.13513513513513514,-11.0
3029,NH,1.162162162162162,2.189189189189189,D,W,D,W,W,D,-0.43243243243243246,1.0,-0.05405405405405406,11.0
3030,H,0.8421052631578947,1.5263157894736843,L,D,L,W,W,D,-0.5,0.13157894736842105,-0.15789473684210525,8.0
3031,NH,2.210526315789474,0.9473684210526315,W,W,W,W,D,W,1.0263157894736843,-0.47368421052631576,0.07894736842105263,-5.0
3032,NH,0.2894736842105263,0.868421052631579,L,L,L,L,D,L,-1.7105263157894737,-0.7631578947368421,-0.02631578947368421,10.0
3033,H,1.631578947368421,1.131578947368421,L,D,L,L,D,W,0.5263157894736842,-0.47368421052631576,-0.07894736842105263,-7.0
3034,H,1.0263157894736843,1.4473684210526316,W,L,L,L,L,W,-0.4473684210526316,-0.02631578947368421,-0.02631578947368421,-2.0
3035,NH,1.5,0.868421052631579,L,L,L,W,W,L,0.23684210526315788,-0.6052631578947368,-0.13157894736842105,-9.0
3036,NH,1.0263157894736843,2.1052631578947367,L,W,L,W,W,W,-0.5789473684210527,1.105263157894737,-0.10526315789473684,14.0
3037,NH,1.2105263157894737,1.9210526315789473,W,D,D,W,D,W,0.18421052631578946,0.9736842105263158,-0.10526315789473684,2.0
3038,NH,1.263157894736842,1.5526315789473684,L,D,W,L,D,W,-0.21052631578947367,0.5263157894736842,-0.15789473684210525,4.0
3039,NH,1.0526315789473684,2.210526315789474,W,D,D,W,L,D,-0.39473684210526316,1.4736842105263157,0.02631578947368421,17.0
3040,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-15.0
3041,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-2.0
3042,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-2.0
3043,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,1.0
3044,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,2.0
3045,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,11.0
3046,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-4.0
3047,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-3.0
3048,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-6.0
3049,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-11.0
3050,NH,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0.0,-11.0
3051,H,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,14.0
3052,H,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0.0,-9.0
3053,H,0.5,1.5,D,M,M,W,M,M,0.0,1.0,-1.0,-4.0
3054,H,0.0,1.5,L,M,M,W,M,M,-1.0,1.0,-1.5,12.0
3055,NH,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,-4.0
3056,NH,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,13.0
